DB,Query,DataSize,Time
PostgreSQL,FetchPosts,10K,0.06984424591064453
PostgreSQL,Aggregation,10K,0.040758371353149414
PostgreSQL,Join,10K,0.051410675048828125
PostgreSQL,TopUsers,10K,0.01103830337524414
